Autor,Citas,Fecha,Link,Titulo
"P Hernández Vegas , 2019 , oa.upm.es",0,2019,https://oa.upm.es/63747/1/TFM_PEDRO_HERNANDEZ_VEGAS.pdf,Sistema interactivo para la creación de terminologías basado en patrones morfosintácticos
"J Acebo Gutiérrez, R Rodríguez Gallegos , 2019 , repositorio.tec.mx",1,2019,https://repositorio.tec.mx/bitstream/handle/11285/636392/18-11-29%20Libro%202%20del%20GIIE%20-%20libro%20integrado_con%20cambios%20%283%29.docx?sequence=4&isAllowed=y,Innovación educativa en estudios socioculturales: implicaciones prácticas
"M Coto,Sarmiento, , … y nuevas formas de investigación en el …, 2020 , pressbooks.pub",1,2020,https://pressbooks.pub/terraincognita/chapter/coto-sarmiento-m-sit-tibi-data-levis-nuevos-enfoques-para-entender-la-economia-romana-desde-la-arqueologia-computacional/,Sit tibi data levis: el rol de los métodos cuantitativos en arqueología
"CS Huamaní Buiza, C Meneses Buiza , 2021 , repositorio.autonoma.edu.pe",1,2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1517/Huaman%C3%AD%2C%20Carlos%20y%20Meneses%2C%20Christian.pdf?sequence=3&isAllowed=y,"Implementación de un chatbot, utilizando SCRUM y XP, para el proceso de atención al cliente en una empresa financiera"
"GR Martínez, ,DR Gonzáles,Miranda, , 2018 , books.google.com",0,2018,,Tratado de estudios organizacionales: Volumen 1. Teorización sobre el campo
"EA Salazar,Bravo , 2022 , rei.iteso.mx",0,2022,https://rei.iteso.mx/bitstream/handle/11117/8470/PR%C3%81CTICAS%20Y%20PRODUCTOS%20DE%20INVESTIGADORES%20ACAD%C3%89MICOS%20DE%20LA%20COMUNICACI%C3%93N%20DE%20LA%20UANL%20Y%20EL%20ITESO%20EN%20REFERENCIA%20AL%20ESTATUTO%20DISCIPLINAR.pdf?sequence=1&isAllowed=y,Prácticas y productos de investigadores académicos de la comunicación de la UANL y el ITESO en referencia al estatuto disciplinar
"CR Montoya, AE Gómez , 2022 , books.google.com",0,2022,,Humanismos en el siglo XXI¿ Qué humanismo para qué sociedad?
"HRB Sánchez, ,JCG Sandoval,… , … de la Educación, 2021 , revista,iberoamericana.org",0,2021,https://revista-iberoamericana.org/index.php/es/article/download/189/424,Las Redes Sociales Virtuales y la Población Migrante Digital
"PH Vegas, M Rico , oa.upm.es",0,Null,http://oa.upm.es/id/eprint/63750/contents,Sistema interactivo para la creación de terminologías basado en patrones morfosintácticos
"FJ Jiménez Patricio , 2020 , oa.upm.es",0,2020,https://oa.upm.es/63750/1/TFM_PEDRO_HERNANDEZ_VEGAS.pdf,Análisis de nuevos atributos en el sistema de Query Prefetching de un Endpoint SPARQL
"LC Donato Colombari , 2022 , repositorio.ulacit.ac.cr",0,2022,https://repositorio.ulacit.ac.cr/bitstream/handle/20.500.14230/10442/REF-1652218584-2.pdf?sequence=2,Uso de la tecnología para una mejor calidad de vida a través de nuevas prácticas
"P Luvini, JM Dias, M Kunst, ,JPR Nicolini,… , 2023 , fund.ar",0,2023,https://fund.ar/wp-content/uploads/2023/10/Fundar_Estrategia-Nacional-Datos_CC-BY-NC-ND4.0.pdf,Hacia un Estado Inteligente
"M RIORDA , democraciayparlamento.com.ar",0,Null,https://democraciayparlamento.com.ar/wp-content/uploads/2023/06/Parlamento-Futuro.pdf#page=129,"Si cambia la comunicación, cambia la representación"
"MG Laitano, AA Nieto , 2022 , ri.conicet.gov.ar",1,2022,https://ri.conicet.gov.ar/bitstream/handle/11336/205463/CONICET_Digital_Nro.fab5c250-930d-43d5-ac6c-b12e089d4d37_B.pdf?sequence=2,La conflictividad social en los barrios de Mar del Plata (2016-2020): un acercamiento computacional
"H Puerto San Román , 2018 , riuma.uma.es",0,2018,https://riuma.uma.es/xmlui/bitstream/handle/10630/15347/Haritzpuertosanromanmemoria.pdf?sequence=1,Modelado de temas para el análisis de la similitud entre usuarios en Twitter
"AJL Robles , 2023 , repositorio.xoc.uam.mx",0,2023,https://repositorio.xoc.uam.mx/jspui/retrieve/d7a13f29-f5f0-461c-b991-7187c6b1f63f/200131.pdf,Unidad Académica Xochimilco
"G Contreras,, G Laitano, A Nieto, N Rabino , Collective Memory Narratives …, 2023 , Springer",0,2023,,Workers' Memories: Distant Reading Exercises
"M Datts,, ,M Schultze, , Policy & Internet, 2022 , Wiley Online Library",1,2022,https://onlinelibrary.wiley.com/doi/pdf/10.1002/poi3.294,Social media and politics on the local level
"I Romanowska, , … Libro blanco sobre transdisciplinariedad y nuevas …, 2020 , pressbooks.pub",2,2020,https://pressbooks.pub/terraincognita/chapter/romanowska-i-transdisciplinarity-at-its-hardest/,From multi-to interdisciplinarity: a view from archaeology
